cluster_id,timestamp,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_06,2025-12-13 10:30:00,28.97,29.15,49.02,45.44,120.29,27.2,193.16,6.68
cluster_07,2025-12-13 10:30:00,27.86,,47.32,51.92,130.25,28.99,193.91,6.75
cluster_08,2025-12-13 10:30:00,27.82,28.49,48.28,55.3,131.63,29.63,200.2,6.8
cluster_09,2025-12-13 10:30:00,28.09,27.46,50.34,56.56,132.36,30.21,198.42,6.87
cluster_10,2025-12-13 10:30:00,27.41,26.77,48.89,56.72,135.26,30.73,201.82,6.8
cluster_01,2025-12-13 11:00:00,27.73,28.95,51.02,52.52,129.3,28.93,197.39,6.78
cluster_02,2025-12-13 11:00:00,28.08,27.12,48.7,58.62,132.26,29.46,199.6,
cluster_03,2025-12-13 11:00:00,26.98,27.32,44.64,58.3,135.47,30.07,200.2,6.73
cluster_04,2025-12-13 11:00:00,27.36,26.61,46.12,58.17,135.77,30.51,202.48,6.89
cluster_05,2025-12-13 11:00:00,26.76,26.53,46.49,63.74,141.14,31.15,198.22,6.93
cluster_06,2025-12-13 11:00:00,29.68,29.95,48.41,47.06,122.06,27.57,189.49,6.69
cluster_07,2025-12-13 11:00:00,27.99,27.93,44.4,52.17,129.82,29.02,199.52,6.75
cluster_08,2025-12-13 11:00:00,28.42,28.45,8.62,,133.4,29.63,197.18,6.73
cluster_09,2025-12-13 11:00:00,28.25,27.28,42.14,55.71,133.71,28.95,198.29,6.83
cluster_10,2025-12-13 11:00:00,28.03,27.55,46.96,55.51,133.96,30.96,201.68,6.78
cluster_01,2025-12-13 11:30:00,29.78,28.04,46.81,53.57,132.08,29.47,198.77,6.76
cluster_02,2025-12-13 11:30:00,28.53,27.86,,58.68,134.78,30.17,199.76,6.79
cluster_03,2025-12-13 11:30:00,27.71,27.2,43.82,,134.6,30.72,,6.86
cluster_04,2025-12-13 11:30:00,26.93,26.99,45.06,59.62,136.83,30.23,204.69,6.8
cluster_05,2025-12-13 11:30:00,27.3,26.88,43.53,62.24,140.74,31.84,204.9,6.96
cluster_06,2025-12-13 11:30:00,29.41,29.44,209.2,47.35,119.17,25.93,191.85,1.34
cluster_07,2025-12-13 11:30:00,28.71,28.59,46.85,52.67,128.5,28.52,193.76,6.8
cluster_08,2025-12-13 11:30:00,29.73,28.18,45.68,53.95,132.04,29.63,196.41,6.78
cluster_09,2025-12-13 11:30:00,27.84,27.59,44.07,54.4,132.73,30.54,198.44,6.81
cluster_10,2025-12-13 11:30:00,27.28,27.39,44.62,280.59,133.1,30.24,200.84,6.86
cluster_01,2025-12-13 12:00:00,26.91,28.75,46.55,52.2,129.88,28.43,198.2,
cluster_02,2025-12-13 12:00:00,29.0,27.03,48.03,56.91,131.71,,199.35,6.83
cluster_03,2025-12-13 12:00:00,26.16,26.43,41.92,56.56,135.48,29.74,202.28,6.78
cluster_04,2025-12-13 12:00:00,29.14,28.1,-45.38,58.36,136.89,30.42,198.08,6.8
cluster_05,2025-12-13 12:00:00,26.1,26.22,,64.93,143.1,32.14,202.97,6.95
cluster_06,2025-12-13 12:00:00,29.55,29.72,50.72,,119.57,27.56,192.16,1.34
cluster_07,2025-12-13 12:00:00,30.13,29.36,43.14,54.83,129.47,28.12,198.06,6.8
cluster_08,2025-12-13 12:00:00,28.28,27.8,,56.37,131.73,29.63,195.91,6.87
cluster_09,2025-12-13 12:00:00,28.2,,43.21,55.66,132.35,30.01,198.41,6.87
cluster_10,2025-12-13 12:00:00,28.7,27.59,45.34,55.94,134.91,30.19,196.51,6.82
cluster_01,2025-12-13 12:30:00,29.09,28.38,45.09,,131.88,29.88,198.25,6.77
cluster_02,2025-12-13 12:30:00,26.94,27.76,44.77,56.86,135.52,30.56,196.19,6.79
cluster_03,2025-12-13 12:30:00,27.57,27.8,45.74,56.87,134.92,30.24,198.09,
cluster_04,2025-12-13 12:30:00,26.68,26.8,46.04,59.22,136.91,31.22,197.49,6.9
cluster_05,2025-12-13 12:30:00,26.72,27.24,38.71,65.58,141.75,31.72,203.59,6.9
cluster_06,2025-12-13 12:30:00,,-30.32,43.13,46.4,119.06,26.92,190.88,6.69
cluster_07,2025-12-13 12:30:00,29.3,29.16,48.93,53.81,128.23,,199.99,6.75
cluster_08,2025-12-13 12:30:00,28.64,28.0,44.09,53.18,130.99,29.63,196.05,6.79
cluster_09,2025-12-13 12:30:00,28.5,27.09,46.32,56.0,131.03,30.01,199.99,1.34
cluster_10,2025-12-13 12:30:00,27.14,28.7,46.04,56.49,135.75,29.92,198.77,6.83
cluster_01,2025-12-13 13:00:00,28.55,27.71,51.3,54.48,132.19,29.28,196.23,6.76
cluster_02,2025-12-13 13:00:00,27.51,27.24,,271.02,132.46,30.33,199.84,6.79
cluster_03,2025-12-13 13:00:00,28.48,26.76,47.72,58.77,135.11,29.76,198.54,6.78
cluster_04,2025-12-13 13:00:00,26.3,26.86,48.72,60.45,135.72,30.01,200.68,6.76
cluster_05,2025-12-13 13:00:00,26.6,26.25,44.69,62.86,141.96,32.3,203.32,6.77
cluster_06,2025-12-13 13:00:00,28.8,29.32,45.97,42.89,118.78,26.53,194.52,6.71
cluster_07,2025-12-13 13:00:00,27.39,28.33,44.17,51.62,129.07,28.83,194.45,6.69
cluster_08,2025-12-13 13:00:00,-27.71,28.94,46.01,53.41,133.1,29.63,200.97,6.79
cluster_09,2025-12-13 13:00:00,26.88,27.33,42.37,-54.83,133.09,29.38,195.97,
cluster_10,2025-12-13 13:00:00,27.05,27.65,46.57,57.33,133.74,30.19,197.72,6.74
cluster_01,2025-12-13 13:30:00,26.68,27.24,45.28,55.33,130.59,29.89,,
cluster_02,2025-12-13 13:30:00,26.83,26.89,47.11,55.78,134.89,29.2,198.83,6.84
cluster_03,2025-12-13 13:30:00,26.0,27.25,45.62,59.48,671.25,30.35,200.06,6.81
cluster_04,2025-12-13 13:30:00,25.22,27.29,,59.44,135.55,30.5,201.33,6.77
cluster_05,2025-12-13 13:30:00,25.85,25.02,42.97,65.46,141.92,31.03,205.75,
cluster_06,2025-12-13 13:30:00,29.33,28.43,43.24,45.58,118.91,26.96,,6.66
cluster_07,2025-12-13 13:30:00,27.95,27.27,44.88,50.95,129.8,29.33,,6.76
cluster_08,2025-12-13 13:30:00,27.51,28.13,,52.52,133.31,29.63,196.12,6.73
cluster_09,2025-12-13 13:30:00,28.04,26.73,45.91,56.04,133.93,29.99,201.64,6.73
cluster_10,2025-12-13 13:30:00,28.02,5.44,49.45,57.17,133.32,30.79,195.94,6.88
cluster_01,2025-12-13 14:00:00,26.68,27.0,47.46,55.17,131.64,29.38,201.28,6.79
cluster_02,2025-12-13 14:00:00,26.91,26.49,46.62,55.35,133.65,30.51,198.77,6.82
cluster_03,2025-12-13 14:00:00,26.13,26.73,,58.02,136.0,29.86,202.85,6.9
cluster_04,2025-12-13 14:00:00,25.87,26.51,45.58,57.67,136.26,30.57,201.17,6.76
cluster_05,2025-12-13 14:00:00,25.42,26.34,51.04,63.1,141.73,31.42,206.4,6.93
cluster_06,2025-12-13 14:00:00,29.1,29.41,46.78,45.47,119.52,27.04,190.94,6.72
cluster_07,2025-12-13 14:00:00,25.83,26.2,50.03,53.66,131.31,29.03,199.95,6.79
cluster_08,2025-12-13 14:00:00,26.67,26.46,41.75,53.83,132.99,29.63,199.44,6.69
cluster_09,2025-12-13 14:00:00,26.3,25.66,48.46,55.23,132.07,30.22,200.74,6.79
cluster_10,2025-12-13 14:00:00,26.67,27.04,45.41,57.04,136.46,30.19,199.59,6.67
cluster_01,2025-12-13 14:30:00,25.41,26.16,46.6,53.52,,29.56,196.62,6.79
cluster_02,2025-12-13 14:30:00,,24.54,51.37,56.21,135.41,29.34,202.77,6.81
cluster_03,2025-12-13 14:30:00,25.51,25.56,51.27,57.01,134.4,29.64,201.31,6.86
cluster_04,2025-12-13 14:30:00,26.93,26.29,45.93,57.88,134.51,31.66,199.89,6.82
cluster_05,2025-12-13 14:30:00,25.1,25.55,49.94,62.58,141.81,31.48,204.33,6.87
cluster_06,2025-12-13 14:30:00,27.17,27.61,46.49,44.44,119.48,25.11,194.15,6.71
cluster_07,2025-12-13 14:30:00,26.47,26.75,45.04,255.06,127.96,29.82,198.76,6.87
cluster_08,2025-12-13 14:30:00,26.3,25.83,49.65,54.12,131.98,29.63,198.22,6.78
cluster_09,2025-12-13 14:30:00,,25.28,49.78,55.25,133.5,29.55,196.88,6.79
cluster_10,2025-12-13 14:30:00,27.44,26.56,47.45,55.2,133.79,31.31,198.59,6.85
cluster_01,2025-12-13 15:00:00,25.95,26.04,47.94,54.7,130.51,29.59,196.27,6.79
cluster_02,2025-12-13 15:00:00,25.83,25.72,47.19,55.55,133.18,29.8,197.61,6.84
cluster_03,2025-12-13 15:00:00,24.93,24.74,50.06,56.75,132.05,,199.36,6.86
cluster_04,2025-12-13 15:00:00,25.24,24.56,49.68,57.78,134.08,29.62,200.62,6.85
cluster_05,2025-12-13 15:00:00,25.71,24.47,51.13,64.2,142.09,31.75,202.95,6.97
cluster_06,2025-12-13 15:00:00,26.09,27.51,50.43,45.66,121.51,26.86,195.64,6.62
cluster_07,2025-12-13 15:00:00,27.71,27.01,-51.8,52.89,129.58,28.35,196.67,6.7
cluster_08,2025-12-13 15:00:00,25.59,25.35,51.45,55.27,130.53,29.63,198.96,6.8
cluster_09,2025-12-13 15:00:00,26.26,25.57,50.61,54.88,133.38,30.61,195.0,6.83
cluster_10,2025-12-13 15:00:00,25.71,24.59,53.38,56.33,135.73,29.46,205.7,6.87
cluster_01,2025-12-13 15:30:00,25.78,25.21,51.17,51.09,133.32,,194.12,6.84
cluster_02,2025-12-13 15:30:00,23.0,25.44,54.77,56.65,133.71,29.81,201.42,6.73
cluster_03,2025-12-13 15:30:00,24.55,24.3,56.63,58.27,137.22,30.27,199.44,6.75
cluster_04,2025-12-13 15:30:00,23.89,,56.01,58.63,137.17,30.83,202.13,6.86
cluster_05,2025-12-13 15:30:00,23.26,,54.85,63.73,142.46,31.6,203.87,6.92
cluster_06,2025-12-13 15:30:00,27.16,-27.4,53.1,45.75,121.6,26.87,196.79,6.75
cluster_07,2025-12-13 15:30:00,26.99,25.17,55.6,52.65,128.77,29.66,200.11,6.75
cluster_08,2025-12-13 15:30:00,25.78,24.5,51.48,54.47,131.69,29.63,201.85,6.83
cluster_09,2025-12-13 15:30:00,24.89,26.09,51.59,55.3,133.0,29.94,197.3,6.8
cluster_10,2025-12-13 15:30:00,23.46,25.54,51.43,56.88,132.55,30.03,199.48,6.79
cluster_01,2025-12-13 16:00:00,24.86,24.8,50.07,53.27,130.23,29.6,196.72,6.84
cluster_02,2025-12-13 16:00:00,24.94,23.43,55.64,54.14,133.51,31.07,199.09,6.84
cluster_03,2025-12-13 16:00:00,23.26,24.37,55.96,58.51,135.7,30.89,199.96,6.76
cluster_04,2025-12-13 16:00:00,22.97,23.98,55.04,59.0,137.7,,,6.95
cluster_05,2025-12-13 16:00:00,22.24,22.95,,62.94,143.32,32.07,204.38,6.9
cluster_06,2025-12-13 16:00:00,25.01,,55.29,45.14,,27.31,199.18,6.67
cluster_07,2025-12-13 16:00:00,,25.52,51.83,54.49,128.24,29.22,200.02,6.75
cluster_08,2025-12-13 16:00:00,23.21,24.45,56.21,53.02,131.43,29.63,198.16,6.66
cluster_09,2025-12-13 16:00:00,24.52,23.95,53.09,54.58,134.38,,198.62,6.86
cluster_10,2025-12-13 16:00:00,22.8,23.74,56.44,56.63,134.95,29.99,202.73,6.87
cluster_01,2025-12-13 16:30:00,22.51,23.12,55.65,54.58,132.82,29.89,195.59,6.71
cluster_02,2025-12-13 16:30:00,22.66,23.44,60.76,56.91,132.99,31.5,199.16,6.83
cluster_03,2025-12-13 16:30:00,22.0,23.15,59.37,58.88,135.45,30.06,199.12,6.67
cluster_04,2025-12-13 16:30:00,23.33,22.38,53.37,57.23,135.12,30.69,197.24,-6.7
cluster_05,2025-12-13 16:30:00,22.36,22.08,57.06,64.27,141.59,31.37,202.13,6.94
cluster_06,2025-12-13 16:30:00,26.17,25.4,55.19,44.0,121.55,26.67,190.94,6.72
cluster_07,2025-12-13 16:30:00,23.91,-23.83,57.17,51.69,130.53,29.44,198.27,6.85
cluster_08,2025-12-13 16:30:00,23.65,23.19,54.87,53.86,660.84,29.63,199.77,6.73
cluster_09,2025-12-13 16:30:00,24.36,22.45,55.4,54.54,,29.83,204.64,6.75
cluster_10,2025-12-13 16:30:00,22.33,21.77,56.28,57.77,135.05,29.76,,6.8
cluster_01,2025-12-13 17:00:00,22.72,22.73,57.75,52.97,132.07,,201.44,6.66
cluster_02,2025-12-13 17:00:00,21.16,20.87,58.17,54.72,134.96,30.37,200.99,6.74
cluster_03,2025-12-13 17:00:00,21.2,20.64,58.61,57.14,135.35,30.51,202.34,6.77
cluster_04,2025-12-13 17:00:00,23.18,21.68,57.55,57.56,135.15,30.29,201.41,
cluster_05,2025-12-13 17:00:00,21.16,20.28,57.63,64.52,142.78,31.83,204.85,6.9
cluster_06,2025-12-13 17:00:00,23.86,24.53,54.01,45.16,120.69,26.9,198.95,6.75
cluster_07,2025-12-13 17:00:00,23.55,22.49,57.12,,130.0,28.8,196.0,1.35
cluster_08,2025-12-13 17:00:00,22.91,22.64,60.48,54.23,133.34,29.63,198.81,6.77
cluster_09,2025-12-13 17:00:00,22.53,22.42,60.31,55.64,131.2,30.25,200.73,6.83
cluster_10,2025-12-13 17:00:00,21.73,107.88,60.23,55.08,134.18,29.92,199.49,6.82
cluster_01,2025-12-13 17:30:00,20.33,,66.02,54.44,129.79,29.57,200.57,
cluster_02,2025-12-13 17:30:00,20.0,20.48,62.04,-55.57,133.41,30.0,201.08,6.79
cluster_03,2025-12-13 17:30:00,21.76,20.98,64.66,56.97,133.66,30.38,198.26,6.86
cluster_04,2025-12-13 17:30:00,20.63,20.75,58.91,55.68,135.72,30.35,201.11,6.8
cluster_05,2025-12-13 17:30:00,19.49,19.29,60.2,65.15,141.6,31.47,204.65,6.76
cluster_06,2025-12-13 17:30:00,22.69,23.16,62.77,47.63,118.62,28.05,192.28,6.74
cluster_07,2025-12-13 17:30:00,21.67,21.62,64.57,53.17,127.89,29.58,196.96,6.72
cluster_08,2025-12-13 17:30:00,21.76,21.99,64.82,52.54,133.06,29.63,198.55,6.78
cluster_09,2025-12-13 17:30:00,21.67,21.96,63.2,,131.92,28.94,195.8,6.8
cluster_10,2025-12-13 17:30:00,20.69,20.94,66.53,57.6,134.34,30.2,200.7,6.82
cluster_01,2025-12-13 18:00:00,19.54,20.44,68.04,54.14,131.33,29.25,197.1,6.7
cluster_02,2025-12-13 18:00:00,19.7,20.44,64.27,57.38,133.12,30.28,200.93,6.8
cluster_03,2025-12-13 18:00:00,17.21,19.27,64.67,56.71,137.84,30.53,203.79,6.85
cluster_04,2025-12-13 18:00:00,19.69,20.06,68.76,58.96,135.86,30.77,199.06,6.78
cluster_05,2025-12-13 18:00:00,17.94,18.91,64.0,63.76,140.29,31.15,206.55,6.87
cluster_06,2025-12-13 18:00:00,21.4,23.04,62.03,44.78,119.8,27.79,191.38,6.71
cluster_07,2025-12-13 18:00:00,21.65,20.23,60.59,52.29,127.86,29.35,198.12,6.81
cluster_08,2025-12-13 18:00:00,,20.31,63.38,53.2,130.31,29.63,,6.78
cluster_09,2025-12-13 18:00:00,19.68,18.96,62.53,55.67,132.25,29.85,197.98,6.7
cluster_10,2025-12-13 18:00:00,20.81,20.22,63.45,57.95,135.13,30.28,198.64,6.96
cluster_01,2025-12-13 18:30:00,19.1,18.75,65.84,54.21,131.78,30.14,202.53,6.77
cluster_02,2025-12-13 18:30:00,19.86,19.47,64.73,54.38,133.7,30.38,202.12,6.79
cluster_03,2025-12-13 18:30:00,18.66,19.66,67.56,58.73,135.98,29.87,202.57,6.81
cluster_04,2025-12-13 18:30:00,17.75,18.43,65.09,57.65,134.99,32.01,204.62,6.8
cluster_05,2025-12-13 18:30:00,17.97,17.3,65.57,64.11,142.66,31.62,205.97,6.94
cluster_06,2025-12-13 18:30:00,22.49,22.78,67.11,46.35,119.6,27.56,193.32,6.69
cluster_07,2025-12-13 18:30:00,20.33,19.38,68.96,50.07,128.39,-28.64,197.82,6.74
cluster_08,2025-12-13 18:30:00,20.07,18.99,67.71,53.41,131.71,29.63,196.18,6.78
cluster_09,2025-12-13 18:30:00,20.09,20.03,69.89,55.56,133.0,29.32,199.2,6.76
cluster_10,2025-12-13 18:30:00,19.12,19.88,66.22,57.57,133.16,31.12,199.83,6.88
cluster_01,2025-12-13 19:00:00,19.08,18.22,67.13,54.21,130.25,29.15,199.82,6.72
cluster_02,2025-12-13 19:00:00,19.02,18.87,72.03,53.59,130.61,29.81,199.03,6.81
cluster_03,2025-12-13 19:00:00,17.23,16.75,72.26,57.36,135.67,30.34,203.32,6.83
cluster_04,2025-12-13 19:00:00,17.76,16.5,73.13,57.47,135.75,30.85,199.35,6.79
cluster_05,2025-12-13 19:00:00,16.03,15.96,70.07,63.06,144.58,31.58,202.9,6.84
cluster_06,2025-12-13 19:00:00,20.1,19.74,66.01,45.53,117.57,26.96,191.31,6.74
cluster_07,2025-12-13 19:00:00,18.09,18.92,69.5,50.68,131.13,29.05,199.44,6.7
cluster_08,2025-12-13 19:00:00,16.94,18.85,70.36,55.18,133.19,29.63,201.78,6.81
cluster_09,2025-12-13 19:00:00,17.66,18.99,67.19,53.13,132.31,29.31,200.04,6.79
cluster_10,2025-12-13 19:00:00,18.46,19.07,71.09,57.75,135.34,30.41,199.93,6.85
cluster_01,2025-12-13 19:30:00,16.78,15.82,73.39,56.4,128.86,29.95,197.8,6.68
cluster_02,2025-12-13 19:30:00,16.26,16.65,69.57,55.29,134.03,31.07,990.5,6.88
cluster_03,2025-12-13 19:30:00,16.52,16.69,74.44,56.31,136.3,30.52,200.05,6.79
cluster_04,2025-12-13 19:30:00,18.15,16.46,76.31,57.26,137.55,29.99,201.36,6.9
cluster_05,2025-12-13 19:30:00,15.12,15.52,72.06,66.66,140.99,31.76,205.52,6.87
cluster_06,2025-12-13 19:30:00,18.09,19.92,72.66,46.71,119.34,27.17,193.81,6.75
cluster_07,2025-12-13 19:30:00,18.0,18.73,76.42,52.25,130.33,28.8,195.01,6.72
cluster_08,2025-12-13 19:30:00,18.49,17.07,70.59,54.55,132.59,29.63,200.01,6.74
cluster_09,2025-12-13 19:30:00,18.06,17.71,75.33,53.66,132.97,30.69,196.57,6.86
cluster_10,2025-12-13 19:30:00,16.74,,75.82,56.5,134.42,30.58,200.11,6.77
cluster_01,2025-12-13 20:00:00,16.27,16.9,73.84,54.64,129.21,29.13,38.51,6.8
cluster_02,2025-12-13 20:00:00,16.69,15.94,15.09,56.87,136.53,29.96,197.29,6.86
cluster_03,2025-12-13 20:00:00,14.88,15.44,78.8,58.35,135.01,30.42,200.83,6.84
cluster_04,2025-12-13 20:00:00,,15.33,72.99,59.45,137.63,30.54,202.34,6.86
cluster_05,2025-12-13 20:00:00,14.34,15.08,75.74,,142.19,31.73,202.48,6.82
cluster_06,2025-12-13 20:00:00,18.47,17.76,77.79,46.7,119.66,27.18,190.14,6.66
cluster_07,2025-12-13 20:00:00,15.32,16.14,76.36,52.82,127.93,29.27,,6.86
cluster_08,2025-12-13 20:00:00,,15.75,75.7,-54.11,131.93,29.63,197.77,6.84
cluster_09,2025-12-13 20:00:00,16.4,17.02,77.08,55.27,133.01,29.6,198.91,6.81
cluster_10,2025-12-13 20:00:00,15.61,16.44,72.27,56.06,135.73,29.84,203.77,6.82
cluster_01,2025-12-13 20:30:00,15.61,16.25,79.84,53.45,130.11,28.57,202.98,6.81
cluster_02,2025-12-13 20:30:00,14.9,14.68,72.84,58.22,135.0,30.18,198.29,6.75
cluster_03,2025-12-13 20:30:00,15.2,14.76,76.65,57.79,133.97,29.0,197.98,6.87
cluster_04,2025-12-13 20:30:00,15.01,14.42,75.31,54.36,135.26,30.39,39.96,6.83
cluster_05,2025-12-13 20:30:00,13.44,13.24,74.22,65.62,141.09,31.57,205.7,6.97
cluster_06,2025-12-13 20:30:00,3.44,17.0,14.93,42.65,121.05,26.93,192.18,6.66
cluster_07,2025-12-13 20:30:00,15.99,15.54,80.13,51.77,-130.0,28.32,198.19,6.79
cluster_08,2025-12-13 20:30:00,16.0,14.81,76.63,52.62,133.52,29.63,201.99,6.81
cluster_09,2025-12-13 20:30:00,15.33,15.02,79.49,54.34,133.05,29.41,197.36,6.75
cluster_10,2025-12-13 20:30:00,14.62,15.38,80.57,56.43,134.59,30.91,201.1,6.78
cluster_01,2025-12-13 21:00:00,16.0,14.62,84.18,52.49,130.33,29.32,195.32,6.76
cluster_02,2025-12-13 21:00:00,13.52,2.96,82.44,54.22,133.33,151.14,205.17,6.84
cluster_03,2025-12-13 21:00:00,14.65,14.1,74.48,56.7,134.1,30.33,199.78,6.74
cluster_04,2025-12-13 21:00:00,13.13,14.09,79.75,57.25,137.76,29.63,197.52,6.89
cluster_05,2025-12-13 21:00:00,12.33,13.38,,64.23,142.55,31.29,202.89,6.97
cluster_06,2025-12-13 21:00:00,16.03,15.45,79.21,47.3,582.82,27.37,195.24,6.61
cluster_07,2025-12-13 21:00:00,14.78,14.98,77.06,52.18,129.84,28.91,196.04,6.77
cluster_08,2025-12-13 21:00:00,14.44,14.81,84.76,55.26,130.74,29.63,195.3,6.77
cluster_09,2025-12-13 21:00:00,14.11,13.99,78.77,59.26,131.21,29.5,,6.79
cluster_10,2025-12-13 21:00:00,14.38,14.62,80.74,56.24,133.52,31.41,201.35,6.83
cluster_01,2025-12-13 21:30:00,14.42,13.77,81.24,52.23,131.39,29.04,195.01,6.64
cluster_02,2025-12-13 21:30:00,14.33,14.16,82.5,55.5,134.18,30.23,202.31,6.87
cluster_03,2025-12-13 21:30:00,11.91,14.07,81.17,58.6,135.57,31.27,202.0,6.83
cluster_04,2025-12-13 21:30:00,11.69,13.08,77.59,56.88,133.79,30.19,199.8,6.74
cluster_05,2025-12-13 21:30:00,12.83,12.14,82.0,61.44,142.9,32.37,201.77,6.85
cluster_06,2025-12-13 21:30:00,15.44,15.21,80.99,47.14,119.65,26.76,192.99,6.71
cluster_07,2025-12-13 21:30:00,,15.0,81.04,52.5,128.3,29.33,196.12,6.76
cluster_08,2025-12-13 21:30:00,13.77,13.51,77.8,55.2,130.98,29.63,197.87,
cluster_09,2025-12-13 21:30:00,12.75,13.91,82.02,54.62,133.12,29.22,199.47,6.9
cluster_10,2025-12-13 21:30:00,2.71,12.37,82.43,54.6,133.35,30.38,202.01,6.83
cluster_01,2025-12-13 22:00:00,13.69,13.93,78.96,53.75,129.51,29.69,200.34,6.77
cluster_02,2025-12-13 22:00:00,12.35,12.98,83.54,-54.88,132.53,30.49,197.36,6.82
cluster_03,2025-12-13 22:00:00,12.67,12.59,82.26,57.64,,150.82,203.49,6.85
cluster_04,2025-12-13 22:00:00,14.07,12.71,82.15,56.58,27.51,30.91,202.84,6.75
cluster_05,2025-12-13 22:00:00,12.31,12.67,,64.78,,31.06,204.68,6.89
cluster_06,2025-12-13 22:00:00,13.54,13.77,85.4,44.88,121.68,28.01,192.97,6.7
cluster_07,2025-12-13 22:00:00,13.34,11.64,79.58,53.57,129.84,28.98,193.93,6.78
cluster_08,2025-12-13 22:00:00,12.61,12.31,84.43,51.72,131.11,29.63,196.09,1.37
cluster_09,2025-12-13 22:00:00,65.14,13.6,77.55,55.44,132.31,-30.15,200.73,6.8
cluster_10,2025-12-13 22:00:00,13.49,12.78,79.42,55.54,132.42,29.63,,6.76
cluster_01,2025-12-13 22:30:00,12.16,12.69,86.82,52.36,129.87,29.27,202.94,6.81
cluster_02,2025-12-13 22:30:00,14.4,12.07,84.35,55.23,135.01,147.34,197.37,6.86
cluster_03,2025-12-13 22:30:00,13.24,12.95,,56.84,134.92,30.18,198.52,6.79
cluster_04,2025-12-13 22:30:00,12.86,12.24,81.86,59.66,,29.87,200.87,6.72
cluster_05,2025-12-13 22:30:00,11.89,12.17,81.21,63.57,140.79,31.0,199.11,6.85
cluster_06,2025-12-13 22:30:00,13.49,14.6,84.57,44.78,120.06,27.17,194.08,6.75
cluster_07,2025-12-13 22:30:00,14.75,13.88,76.38,51.45,128.16,29.69,197.68,6.78
cluster_08,2025-12-13 22:30:00,12.17,12.25,81.11,52.21,134.29,29.63,199.0,6.84
cluster_09,2025-12-13 22:30:00,12.26,13.47,84.61,53.95,130.87,29.4,201.33,6.78
cluster_10,2025-12-13 22:30:00,12.02,13.13,79.16,58.09,136.24,29.67,199.63,6.8
cluster_01,2025-12-13 23:00:00,12.71,8.43,83.55,53.6,,28.87,201.14,6.71
cluster_02,2025-12-13 23:00:00,12.75,11.34,84.88,58.02,132.42,29.75,200.51,6.9
cluster_03,2025-12-13 23:00:00,12.43,10.44,83.87,56.66,135.22,30.52,199.92,34.26
cluster_04,2025-12-13 23:00:00,12.42,9.85,79.03,57.26,136.95,30.93,199.67,6.79
cluster_05,2025-12-13 23:00:00,11.57,9.6,,63.28,141.43,33.22,199.93,6.9
cluster_06,2025-12-13 23:00:00,15.39,11.37,79.08,45.95,119.63,27.52,195.75,6.73
cluster_07,2025-12-13 23:00:00,13.08,9.77,88.27,52.91,128.87,29.53,197.42,6.79
cluster_08,2025-12-13 23:00:00,13.19,9.21,83.47,53.74,131.35,29.63,196.62,6.64
cluster_09,2025-12-13 23:00:00,12.1,9.67,84.59,54.05,134.18,29.99,199.92,6.82
cluster_10,2025-12-13 23:00:00,12.2,11.42,85.03,53.57,136.09,30.33,199.37,6.77
cluster_01,2025-12-13 23:30:00,12.45,7.47,86.67,52.91,130.52,28.51,200.01,6.8
cluster_02,2025-12-13 23:30:00,11.91,7.76,89.2,54.72,134.88,29.47,201.1,6.87
cluster_03,2025-12-13 23:30:00,13.29,7.54,86.1,57.7,134.73,30.5,200.11,6.97
cluster_04,2025-12-13 23:30:00,11.26,7.9,81.72,58.09,135.9,30.84,203.08,6.82
cluster_05,2025-12-13 23:30:00,11.63,7.12,82.13,65.17,139.04,31.01,203.95,6.91
cluster_06,2025-12-13 23:30:00,13.44,8.45,86.06,45.33,121.01,27.86,189.87,6.78
cluster_07,2025-12-13 23:30:00,13.32,7.28,82.18,51.03,128.81,28.84,198.65,6.77
cluster_08,2025-12-13 23:30:00,12.56,7.0,88.49,54.77,131.96,29.63,200.0,6.87
cluster_09,2025-12-13 23:30:00,12.41,9.2,81.66,55.21,135.3,30.3,198.23,6.84
cluster_10,2025-12-13 23:30:00,12.01,7.32,83.33,56.85,135.61,30.42,200.58,6.83
